Your address (Street Address),Your address (Address Line 2),Your address (City),Your address (State / Province),Your address (ZIP / Postal Code),Your address (Country),Tour choice,Drink order,Phone,Hand bag,Pet,Complete Works of Shakespeare,Please answer: I believe that it is important to brush my teeth after every meal.,Total,Created By (User Id),Entry Id,Entry Date,Date Updated,Transaction Id,Payment Amount,Payment Date,Payment Status,Post Id,User Agent,Approval Status,Workflow Current Status Timestamp,Help Scout Conversation ID
,,,Alabama,,United States,Dinosaur|10,Coffee,,Hand bag,,,1. Strongly disagree,10,,8991,9/12/2020 11:50,9/12/2020 0:50,,,,,,"Mozilla/5.0 (Linux; Android 6.0.1; ONE A2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36",3,,
,,,Alabama,,United States,Etchings|18.5,Coffee,Phone,,,,5. Strongly agree,18.5,1710,8983,7/12/2020 8:33,6/12/2020 21:33,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",3,,
,,,Ohio,,United States,Dinosaur|10,Tea,Phone,Hand bag,Pet,,5. Strongly agree,10,,8978,4/12/2020 11:05,4/12/2020 0:05,,,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",3,,
,,,Hawaii,,United States,Dinosaur|10,Tea,,Hand bag,Pet,,2. Disagree,10,,8969,28/11/2020 3:26,27/11/2020 16:26,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.67 Safari/537.36 Edg/87.0.664.47",3,,
,,,Indiana,,United States,Dinosaur|10,Coffee,,Hand bag,,,3. Neutral,10,,8962,26/11/2020 6:38,25/11/2020 19:38,,,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:83.0) Gecko/20100101 Firefox/83.0,3,,
,,,Alabama,,United States,Dinosaur|10,Tea,Phone,,,,1. Strongly disagree,10,,8884,24/11/2020 3:55,23/11/2020 16:55,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36",3,,
,,,Alabama,,United States,Dinosaur|10,Coffee,Phone,,,,2. Disagree,10,,8865,22/11/2020 9:45,21/11/2020 22:45,,,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/86.0.4240.93 Mobile/15E148 Safari/604.1",3,,
,,,Alabama,,United States,Dinosaur|10,Coffee,,,,Complete Works of Shakespeare,1. Strongly disagree,10,,8858,22/11/2020 1:14,21/11/2020 14:14,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",3,,
,,,Colorado,,United States,Dinosaur|10,No,Phone,,,,3. Neutral,10,,8836,21/11/2020 6:20,20/11/2020 19:20,,,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",3,,
,,,Alaska,,United States,Dinosaur|10,Tea,Phone,Hand bag,,,1. Strongly disagree,10,,8817,19/11/2020 21:04,19/11/2020 10:04,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",3,,
,,,Alabama,,United States,Etchings|18.5,Tea,Phone,,,,3. Neutral,18.5,,8779,19/11/2020 0:26,18/11/2020 13:26,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36",3,,
,,,Alabama,,United States,Leopard|20,Tea,,,,Complete Works of Shakespeare,5. Strongly agree,20,,8694,15/11/2020 14:22,15/11/2020 3:22,,,,,,Mozilla/5.0 (Android 8.1.0; Mobile; rv:81.0) Gecko/81.0 Firefox/81.0,3,,
,,,Alabama,,United States,Dinosaur|10,Tea,Phone,,,,1. Strongly disagree,10,,8669,6/11/2020 6:58,5/11/2020 19:58,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36",3,,
,,,Alaska,,United States,Leopard|20,Tea,Phone,,,,1. Strongly disagree,20,,8661,4/11/2020 19:54,4/11/2020 8:54,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",3,,
,,,Delaware,,United States,Leopard|20,Coffee,,Hand bag,,,3. Neutral,20,,8650,28/10/2020 10:50,27/10/2020 23:50,,,,,,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.110 Mobile Safari/537.36",3,,
,,,California,,United States,Dinosaur|10,Tea,Phone,,,,1. Strongly disagree,10,,8649,28/10/2020 9:47,27/10/2020 22:47,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",3,,
,,,Nevada,,United States,Dinosaur|10,Tea,Phone,,,,1. Strongly disagree,10,,8641,23/10/2020 21:20,23/10/2020 10:20,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",3,,
,,,Alabama,,United States,Dinosaur|10,Tea,Phone,,,,2. Disagree,10,,8640,23/10/2020 19:07,23/10/2020 8:07,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36",3,,
,,,Alabama,,United States,Dinosaur|10,Tea,,Hand bag,,,5. Strongly agree,10,,8638,23/10/2020 4:50,22/10/2020 17:50,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",3,,
,,,Texas,,United States,Dinosaur|10,Tea,Phone,,,,1. Strongly disagree,10,,8637,23/10/2020 2:37,22/10/2020 15:37,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36",3,,
,,,Maine,,United States,Dinosaur|10,No,Phone,,,,5. Strongly agree,10,,8633,22/10/2020 9:30,21/10/2020 22:30,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",3,,
,,,Tennessee,,United States,Etchings|18.5,Coffee,,,Pet,,3. Neutral,18.5,,8626,19/10/2020 8:01,18/10/2020 21:01,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36",3,,
,,,Colorado,,United States,Poetry|5,Coffee,Phone,,,,1. Strongly disagree,5,,8622,16/10/2020 14:56,16/10/2020 3:56,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36",3,,
,,,Arizona,,United States,Leopard|20,Tea,Phone,,,,1. Strongly disagree,20,,8621,16/10/2020 4:17,15/10/2020 17:17,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36 Edg/86.0.622.38",3,,
,,,Alabama,,United States,Etchings|18.5,Tea,Phone,,,,1. Strongly disagree,18.5,,8620,16/10/2020 2:11,15/10/2020 15:11,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.80 Safari/537.36",3,,
,,,Arizona,,United States,Etchings|18.5,Tea,,,,Complete Works of Shakespeare,5. Strongly agree,18.5,,8617,14/10/2020 11:02,14/10/2020 0:02,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36",3,,
,,,Connecticut,,United States,Etchings|18.5,Coffee,,,,,2. Disagree,18.5,,8614,14/10/2020 3:33,13/10/2020 16:33,,,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0,3,,
,,,Arkansas,,United States,Dinosaur|10,Coffee,Phone,,,,2. Disagree,10,,8612,13/10/2020 4:38,12/10/2020 17:38,,,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36",3,,
,,,Arizona,,United States,Dinosaur|10,Coffee,Phone,Hand bag,Pet,,3. Neutral,10,,8610,13/10/2020 1:54,12/10/2020 14:54,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36",3,,
,,,Alabama,,United States,Leopard|20,Tea,,,Pet,,5. Strongly agree,20,,8607,11/10/2020 21:44,11/10/2020 10:44,,,,,,"Mozilla/5.0 (Linux; Android 10; JSN-L22) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.127 Mobile Safari/537.36",3,,
,,,Delaware,,United States,Dinosaur|10,Coffee,,Hand bag,,,3. Neutral,10,,8605,11/10/2020 14:14,11/10/2020 3:14,,,,,,"Mozilla/5.0 (Linux; Android 9; SM-G955F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Mobile Safari/537.36",3,,
,,,Alabama,,United States,Dinosaur|10,Tea,Phone,Hand bag,Pet,Complete Works of Shakespeare,2. Disagree,10,,8604,11/10/2020 10:53,10/10/2020 23:53,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36",3,,
,,,South Carolina,,United States,Leopard|20,Tea,,,,,3. Neutral,20,,8603,11/10/2020 4:29,10/10/2020 17:29,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36 OPR/71.0.3770.228",3,,
,,,Alaska,,United States,Dinosaur|10,Tea,Phone,,,,2. Disagree,10,,8599,9/10/2020 1:33,8/10/2020 14:33,,,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0,3,,
,,,California,,United States,Poetry|5,Tea,Phone,Hand bag,Pet,Complete Works of Shakespeare,5. Strongly agree,5,,8587,4/10/2020 22:42,4/10/2020 11:42,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36",3,,
,,,Arkansas,,United States,Dinosaur|10,Coffee,Phone,,,,1. Strongly disagree,10,,8583,3/10/2020 8:25,2/10/2020 22:25,,,,,,"Mozilla/5.0 (Linux; Android 9; SM-G950F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.127 Mobile Safari/537.36",3,,
,,,District of Columbia,,United States,Dinosaur|10,Tea,Phone,,,,1. Strongly disagree,10,,8582,2/10/2020 1:59,1/10/2020 15:59,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36",3,,
,,,Alaska,,United States,Poetry|5,Tea,,Hand bag,,,4. Agree,5,,8570,28/9/2020 19:09,28/9/2020 9:09,,,,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:81.0) Gecko/20100101 Firefox/81.0,3,,
,,,Idaho,,United States,Dinosaur|10,Tea,Phone,,,,1. Strongly disagree,10,,8567,27/9/2020 16:37,27/9/2020 6:37,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",3,,
,,,Connecticut,,United States,Dinosaur|10,Coffee,,Hand bag,,,1. Strongly disagree,10,,8565,26/9/2020 14:15,26/9/2020 4:15,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36",3,,
,,,Alabama,,United States,Etchings|18.5,Coffee,Phone,,,,3. Neutral,18.5,,8564,25/9/2020 14:12,25/9/2020 4:12,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",3,,
,,,Arkansas,,United States,Dinosaur|10,Coffee,Phone,,,,2. Disagree,10,,8550,20/9/2020 10:08,20/9/2020 0:08,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",3,,
,,,Alaska,,United States,Poetry|5,Tea,,,,Complete Works of Shakespeare,1. Strongly disagree,5,,8545,17/9/2020 20:49,17/9/2020 10:49,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",3,,
,,,Alaska,,United States,Leopard|20,Coffee,Phone,Hand bag,Pet,Complete Works of Shakespeare,5. Strongly agree,20,,8543,16/9/2020 22:56,16/9/2020 12:56,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",3,,
,,,Arizona,,United States,Dinosaur|10,Tea,Phone,,,,3. Neutral,10,,8534,10/9/2020 21:05,10/9/2020 11:05,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36",3,,
,,,Arkansas,,United States,Leopard|20,Tea,Phone,Hand bag,,,4. Agree,20,,8533,10/9/2020 17:22,10/9/2020 7:22,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36",3,,
,,,Wyoming,,United States,Dinosaur|10,Coffee,,,,,3. Neutral,10,,8530,10/9/2020 1:33,9/9/2020 15:33,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36 Edg/85.0.564.44",3,,
,,,California,,United States,Leopard|20,Coffee,Phone,,,,5. Strongly agree,20,,8529,9/9/2020 23:46,9/9/2020 13:46,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15",3,,
,,,Connecticut,,United States,Leopard|20,Coffee,,,,,3. Neutral,20,,8528,9/9/2020 21:51,9/9/2020 11:51,,,,,,"Mozilla/5.0 (Linux; Android 10; SM-A605F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.81 Mobile Safari/537.36",3,,
,,,Alabama,,United States,Etchings|18.5,Coffee,,Hand bag,,,5. Strongly agree,18.5,,8526,7/9/2020 4:58,6/9/2020 18:58,,,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",3,,
,,,Alaska,,United States,Dinosaur|10,Tea,Phone,,,,3. Neutral,10,,8521,6/9/2020 2:46,5/9/2020 16:46,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36",3,,
,,,Arizona,,United States,Leopard|20,Tea,,,Pet,,2. Disagree,20,,8520,6/9/2020 1:03,5/9/2020 15:03,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36",3,,
,,,Connecticut,,United States,Leopard|20,Tea,Phone,,,,4. Agree,20,,8517,2/9/2020 7:16,1/9/2020 21:16,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36",3,,
,,,Missouri,,United States,Dinosaur|10,Coffee,Phone,,,,3. Neutral,10,,8516,2/9/2020 6:52,1/9/2020 20:52,,,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",3,,
,,,Florida,,United States,Dinosaur|10,Tea,Phone,,,,2. Disagree,10,,8515,2/9/2020 4:52,1/9/2020 18:52,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36",3,,
,,,Florida,,United States,Dinosaur|10,Tea,Phone,,,,2. Disagree,10,,8514,2/9/2020 4:50,1/9/2020 18:50,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36",3,,
,,,Alabama,,United States,Dinosaur|10,Tea,Phone,,,,1. Strongly disagree,10,,8505,29/8/2020 21:47,29/8/2020 11:47,,,,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:80.0) Gecko/20100101 Firefox/80.0,3,,
,,,Kansas,,United States,Dinosaur|10,Tea,Phone,,,,2. Disagree,10,,8504,29/8/2020 20:03,29/8/2020 10:03,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36 Edg/84.0.522.63",3,,
,,,Minnesota,,United States,Poetry|5,Coffee,,Hand bag,,,1. Strongly disagree,5,,8494,26/8/2020 17:05,26/8/2020 7:05,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36",3,,
,,,Arizona,,United States,Dinosaur|10,Tea,,,Pet,,4. Agree,10,,8493,26/8/2020 5:53,25/8/2020 19:53,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36",3,,
,,,Alabama,,United States,Dinosaur|10,Coffee,Phone,,,,3. Neutral,10,,8492,25/8/2020 18:55,25/8/2020 8:55,,,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:79.0) Gecko/20100101 Firefox/79.0,3,,
,,,Alabama,,United States,Etchings|18.5,Coffee,Phone,Hand bag,Pet,Complete Works of Shakespeare,4. Agree,18.5,,8490,25/8/2020 2:07,24/8/2020 16:07,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36",3,,
,,,California,,United States,Dinosaur|10,Tea,,Hand bag,,,2. Disagree,10,,8488,23/8/2020 1:40,22/8/2020 15:40,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36",3,,
,,,Arizona,,United States,Poetry|5,Tea,Phone,,,,1. Strongly disagree,5,,8487,22/8/2020 5:31,21/8/2020 19:31,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36",3,,
,,,Alaska,,United States,Dinosaur|10,Tea,,,Pet,,1. Strongly disagree,10,,8485,21/8/2020 20:52,21/8/2020 10:52,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36",3,,
,,,Alabama,,United States,Dinosaur|10,Coffee,Phone,,,,4. Agree,10,,8481,20/8/2020 21:13,20/8/2020 11:13,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36",3,,
,,,Washington,,United States,Leopard|20,Tea,,,Pet,,3. Neutral,20,,8480,20/8/2020 12:38,20/8/2020 2:38,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36",3,,
,,,Alabama,,United States,Etchings|18.5,Tea,,,,,2. Disagree,18.5,,8478,20/8/2020 7:13,19/8/2020 21:13,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36",3,,
,,,Alaska,,United States,Dinosaur|10,Coffee,,Hand bag,,,3. Neutral,10,,8476,19/8/2020 19:28,19/8/2020 9:28,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36",3,,
,,,Colorado,,United States,Leopard|20,Coffee,Phone,,,,4. Agree,20,,8471,19/8/2020 7:30,18/8/2020 21:30,,,,,,Mozilla/5.0 (Android 8.0.0; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,3,,
,,,Alabama,,United States,Leopard|20,Tea,,Hand bag,,,1. Strongly disagree,20,,8470,19/8/2020 4:54,18/8/2020 18:54,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36",3,,
,,,Alaska,,United States,Dinosaur|10,Tea,Phone,,,,2. Disagree,10,,8469,19/8/2020 0:35,18/8/2020 14:35,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36",3,,
,,,California,,United States,Dinosaur|10,Tea,Phone,,,,1. Strongly disagree,10,,8467,18/8/2020 4:03,17/8/2020 18:03,,,,,,"Mozilla/5.0 (Linux; Android 9; Redmi Note 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Mobile Safari/537.36",3,,
,,,Colorado,,United States,Dinosaur|10,Tea,,,Pet,,3. Neutral,10,,8465,17/8/2020 14:26,17/8/2020 4:26,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15",3,,
,,,Arizona,,United States,Etchings|18.5,Tea,,Hand bag,,,1. Strongly disagree,18.5,,8463,15/8/2020 8:52,14/8/2020 22:52,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36",3,,
,,,California,,United States,Poetry|5,Coffee,,,,,1. Strongly disagree,5,,8462,15/8/2020 5:01,14/8/2020 19:01,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36 Edg/84.0.522.59",3,,
,,,Alaska,,United States,Dinosaur|10,Coffee,,Hand bag,,,1. Strongly disagree,10,,8456,13/8/2020 23:21,13/8/2020 13:21,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36",3,,
,,,Alaska,,United States,Dinosaur|10,Tea,Phone,,,,1. Strongly disagree,10,,8453,12/8/2020 5:01,11/8/2020 19:01,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36",3,,
,,,Alaska,,United States,Dinosaur|10,Coffee,Phone,,,,1. Strongly disagree,10,,8449,10/8/2020 14:43,10/8/2020 4:43,,,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",3,,
,,,Alabama,,United States,Dinosaur|10,Tea,Phone,,,,3. Neutral,10,,8448,10/8/2020 14:09,10/8/2020 4:09,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36",3,,
,,,Arizona,,United States,Leopard|20,Tea,Phone,,Pet,,2. Disagree,20,,8445,8/8/2020 3:09,7/8/2020 17:09,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36",3,,
,,,Arizona,,United States,Dinosaur|10,Tea,Phone,,,,2. Disagree,10,,8444,7/8/2020 14:50,7/8/2020 4:50,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36",3,,
,,,Louisiana,,United States,Leopard|20,Tea,Phone,,,,2. Disagree,20,,8443,6/8/2020 22:36,6/8/2020 12:36,,,,,,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36",3,,
,,,Florida,,United States,Poetry|5,Coffee,,,,Complete Works of Shakespeare,4. Agree,5,,8440,5/8/2020 14:59,5/8/2020 4:59,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Safari/605.1.15",3,,
,,,California,,United States,Etchings|18.5,Tea,Phone,Hand bag,Pet,Complete Works of Shakespeare,4. Agree,18.5,,8433,4/8/2020 6:35,3/8/2020 20:35,,,,,,"Mozilla/5.0 (iPad; CPU OS 13_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/117.0.321844219 Mobile/15E148 Safari/604.1",3,,
,,,Arizona,,United States,Etchings|18.5,Coffee,,,,,1. Strongly disagree,18.5,,8428,2/8/2020 22:37,2/8/2020 12:37,,,,,,"Mozilla/5.0 (Linux; Android 10; Mi A2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.89 Mobile Safari/537.36",3,,
,,,Arkansas,,United States,Dinosaur|10,No,,,,,1. Strongly disagree,10,,8427,1/8/2020 12:58,1/8/2020 2:58,,,,,,"Mozilla/5.0 (Linux; Android 10; Pixel 3a) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.111 Mobile Safari/537.36",3,,
,,,Illinois,,United States,Etchings|18.5,Coffee,,,Pet,,3. Neutral,18.5,,8426,1/8/2020 8:26,31/7/2020 22:26,,,,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:78.0) Gecko/20100101 Firefox/78.0,3,,
